Ngày,Mã CK,Giá đóng cửa,Giá mở cửa,Giá cao nhất,Giá thấp nhất
2024-09-19,FPT,88900.0,88700.0,89000.0,88500.0
2024-09-20,FPT,87700.0,87400.0,87700.0,86800.0
2024-09-23,FPT,86100.0,86000.0,86500.0,85900.0
2024-09-24,FPT,86000.0,85800.0,86000.0,85800.0
2024-09-25,FPT,83400.0,83200.0,84200.0,82700.0
2024-09-26,FPT,84400.0,84100.0,84700.0,83100.0
2024-09-27,FPT,83700.0,84100.0,84300.0,83600.0
2024-09-30,FPT,82400.0,82200.0,82600.0,81200.0
2024-10-01,FPT,83100.0,83000.0,83300.0,82800.0
2024-10-02,FPT,86600.0,86000.0,87000.0,85700.0
2024-10-03,FPT,89500.0,89100.0,90300.0,88700.0
2024-10-04,FPT,91100.0,91100.0,92100.0,90300.0
2024-10-07,FPT,90300.0,91400.0,91900.0,90200.0
2024-10-08,FPT,92700.0,92400.0,93000.0,92300.0
2024-10-09,FPT,93300.0,93400.0,93700.0,93200.0
2024-10-10,FPT,94100.0,94700.0,94900.0,93500.0
2024-10-11,FPT,94200.0,94000.0,94800.0,93200.0
2024-10-14,FPT,95000.0,94600.0,95600.0,94200.0
2024-10-15,FPT,95300.0,95500.0,95700.0,95000.0
2024-10-16,FPT,95300.0,95600.0,95600.0,94100.0
2024-10-17,FPT,94700.0,95300.0,96000.0,94700.0
2024-10-18,FPT,94500.0,94400.0,94800.0,94100.0
2024-10-21,FPT,93300.0,93500.0,94100.0,92900.0
2024-10-22,FPT,93100.0,93300.0,93600.0,92900.0
2024-10-23,FPT,92400.0,92200.0,92600.0,92000.0
2024-10-24,FPT,92400.0,91900.0,92900.0,91600.0
2024-10-25,FPT,90900.0,91000.0,91200.0,90600.0
2024-10-28,FPT,90900.0,91500.0,91600.0,90800.0
2024-10-29,FPT,89100.0,89300.0,89800.0,88800.0
2024-10-30,FPT,90600.0,90800.0,91400.0,90600.0
2024-10-31,FPT,91300.0,91600.0,91800.0,91300.0
2024-11-01,FPT,91800.0,92300.0,92800.0,91500.0
2024-11-04,FPT,92400.0,92000.0,92900.0,92000.0
2024-11-05,FPT,93700.0,93800.0,94100.0,93000.0
2024-11-06,FPT,91900.0,92300.0,92300.0,91300.0
2024-11-07,FPT,93000.0,93100.0,94500.0,92400.0
2024-11-08,FPT,93500.0,93400.0,93600.0,93400.0
2024-11-11,FPT,91700.0,92000.0,92100.0,90400.0
2024-11-12,FPT,90900.0,90600.0,91300.0,90600.0
2024-11-13,FPT,92800.0,92200.0,93300.0,91700.0
2024-11-14,FPT,92000.0,91600.0,92200.0,91300.0
2024-11-15,FPT,92700.0,93100.0,93800.0,92600.0
2024-11-18,FPT,92800.0,92800.0,93200.0,92700.0
2024-11-19,FPT,92100.0,91700.0,92900.0,91500.0
2024-11-20,FPT,92100.0,92400.0,92600.0,91000.0
2024-11-21,FPT,92100.0,91900.0,92300.0,91500.0
2024-11-22,FPT,92400.0,91600.0,92700.0,91600.0
2024-11-25,FPT,92700.0,92800.0,93400.0,92300.0
2024-11-26,FPT,94800.0,95000.0,95300.0,94600.0
2024-11-27,FPT,95300.0,96000.0,96500.0,95100.0
2024-11-28,FPT,94800.0,95500.0,95500.0,94400.0
2024-11-29,FPT,93200.0,92900.0,93400.0,92500.0
2024-12-02,FPT,94400.0,94800.0,94900.0,94000.0
2024-12-03,FPT,97400.0,97800.0,98600.0,96700.0
2024-12-04,FPT,96500.0,96200.0,97800.0,96200.0
2024-12-05,FPT,98400.0,98200.0,98500.0,97800.0
2024-12-06,FPT,97800.0,97900.0,98500.0,97200.0
2024-12-09,FPT,95200.0,95300.0,95500.0,94500.0
2024-12-10,FPT,96200.0,95400.0,97400.0,94900.0
2024-12-11,FPT,95600.0,95500.0,95600.0,95200.0
2024-12-12,FPT,93800.0,93100.0,93900.0,92900.0
2024-12-13,FPT,93700.0,93500.0,93800.0,92800.0
2024-12-16,FPT,91600.0,91200.0,91900.0,90500.0
2024-12-17,FPT,91400.0,90900.0,92300.0,90800.0
2024-12-18,FPT,89800.0,90600.0,91700.0,89700.0
2024-12-19,FPT,90500.0,90500.0,91000.0,90500.0
2024-12-20,FPT,90600.0,91100.0,91400.0,89600.0
2024-12-23,FPT,88500.0,88300.0,88900.0,87900.0
2024-12-24,FPT,88000.0,88200.0,88700.0,88000.0
2024-12-25,FPT,90800.0,91400.0,92300.0,90600.0
2024-12-26,FPT,91900.0,91700.0,92400.0,91400.0
2024-12-27,FPT,92100.0,92300.0,92400.0,91000.0
2024-12-30,FPT,90900.0,90700.0,91100.0,90400.0
2024-12-31,FPT,89200.0,89700.0,90400.0,89200.0
2025-01-01,FPT,88900.0,88600.0,89400.0,87600.0
2025-01-02,FPT,88000.0,87700.0,88400.0,87000.0
2025-01-03,FPT,89000.0,89500.0,90500.0,88900.0
2025-01-06,FPT,87300.0,87200.0,87400.0,87200.0
2025-01-07,FPT,89000.0,88300.0,89400.0,87600.0
2025-01-08,FPT,87000.0,87400.0,87500.0,86300.0
2025-01-09,FPT,88500.0,88500.0,88900.0,88100.0
2025-01-10,FPT,87700.0,87300.0,88200.0,87200.0
2025-01-13,FPT,89300.0,89300.0,89800.0,89300.0
2025-01-14,FPT,88800.0,89800.0,90600.0,88700.0
2025-01-15,FPT,87800.0,87200.0,88000.0,87100.0
2025-01-16,FPT,88400.0,88500.0,88700.0,87900.0
2025-01-17,FPT,88800.0,88500.0,89100.0,88200.0
2025-01-20,FPT,87500.0,87800.0,88100.0,87500.0
2025-01-21,FPT,86600.0,86000.0,87100.0,85300.0
2025-01-22,FPT,86600.0,86400.0,87000.0,86000.0
2025-01-23,FPT,86800.0,86800.0,87000.0,86400.0
2025-01-24,FPT,84900.0,85100.0,85900.0,84600.0
2025-01-27,FPT,86200.0,86400.0,86700.0,86100.0
2025-01-28,FPT,87900.0,87400.0,88000.0,87400.0
2025-01-29,FPT,90400.0,90800.0,91300.0,90100.0
2025-01-30,FPT,93300.0,93500.0,94000.0,92200.0
2025-01-31,FPT,91500.0,91200.0,91600.0,90800.0
2025-02-03,FPT,92200.0,92300.0,92400.0,91300.0
2025-02-04,FPT,90100.0,90600.0,91000.0,89400.0
2025-02-05,FPT,92600.0,93500.0,93600.0,92100.0
2025-02-06,FPT,93000.0,93000.0,93800.0,92700.0
2025-02-07,FPT,91900.0,92400.0,92800.0,91800.0
2025-02-10,FPT,91900.0,91800.0,92100.0,90400.0
2025-02-11,FPT,90800.0,90800.0,91300.0,90600.0
2025-02-12,FPT,90000.0,89500.0,90500.0,89200.0
2025-02-13,FPT,90600.0,90100.0,90800.0,90000.0
2025-02-14,FPT,90300.0,89800.0,90300.0,89400.0
2025-02-17,FPT,90400.0,90400.0,90600.0,90000.0
2025-02-18,FPT,90300.0,90500.0,90700.0,89800.0
2025-02-19,FPT,89200.0,89100.0,89600.0,89000.0
2025-02-20,FPT,90600.0,90900.0,91100.0,90200.0
2025-02-21,FPT,90300.0,90600.0,91400.0,89800.0
2025-02-24,FPT,93200.0,92600.0,93500.0,92500.0
2025-02-25,FPT,92800.0,92900.0,93100.0,92300.0
2025-02-26,FPT,94100.0,94300.0,94800.0,93800.0
2025-02-27,FPT,95000.0,95100.0,95100.0,94300.0
2025-02-28,FPT,94300.0,94200.0,94600.0,93900.0
2025-03-03,FPT,95500.0,95400.0,96100.0,94800.0
2025-03-04,FPT,94900.0,95200.0,95600.0,94000.0
2025-03-05,FPT,95700.0,95700.0,96200.0,94700.0
2025-03-06,FPT,96100.0,96400.0,97600.0,95800.0
2025-03-07,FPT,95600.0,96200.0,96800.0,95600.0
2025-03-10,FPT,95700.0,96100.0,96300.0,95300.0
2025-03-11,FPT,97000.0,97300.0,97800.0,96700.0
2025-03-12,FPT,96300.0,95900.0,96800.0,95700.0
2025-03-13,FPT,96000.0,95600.0,96200.0,94900.0
2025-03-14,FPT,97000.0,96400.0,97500.0,96100.0
2025-03-17,FPT,96400.0,96200.0,96800.0,95600.0
2025-03-18,FPT,96600.0,96500.0,97200.0,96500.0
2025-03-19,FPT,95300.0,95600.0,96200.0,94900.0
2025-03-20,FPT,93100.0,92900.0,93700.0,92100.0
2025-03-21,FPT,91300.0,91200.0,92000.0,90800.0
2025-03-24,FPT,90700.0,90400.0,90800.0,90300.0
2025-03-25,FPT,92600.0,92500.0,93200.0,92000.0
2025-03-26,FPT,94000.0,93900.0,94400.0,93900.0
2025-03-27,FPT,92500.0,92500.0,93000.0,92200.0
2025-03-28,FPT,91300.0,91400.0,91500.0,90700.0
2025-03-31,FPT,90100.0,90100.0,90300.0,90100.0
2025-04-01,FPT,87400.0,87800.0,88600.0,86700.0
2025-04-02,FPT,88100.0,88300.0,88600.0,88000.0
2025-04-03,FPT,86700.0,86700.0,87300.0,86400.0
2025-04-04,FPT,86300.0,86600.0,86700.0,86100.0
2025-04-07,FPT,87400.0,87000.0,87500.0,86800.0
2025-04-08,FPT,88300.0,88300.0,88400.0,88100.0
2025-04-09,FPT,85500.0,85200.0,85500.0,84800.0
2025-04-10,FPT,86200.0,86700.0,86800.0,86200.0
2025-04-11,FPT,85600.0,85500.0,86000.0,85300.0
2025-04-14,FPT,85400.0,85200.0,85400.0,84400.0
2025-04-15,FPT,86000.0,86100.0,86300.0,85800.0
2025-04-16,FPT,85400.0,85700.0,85800.0,84600.0
2025-04-17,FPT,83700.0,83600.0,84200.0,83300.0
2025-04-18,FPT,82800.0,82600.0,83100.0,82100.0
2025-04-21,FPT,83600.0,83100.0,83800.0,82600.0
2025-04-22,FPT,84200.0,84300.0,84600.0,84000.0
2025-04-23,FPT,84900.0,85400.0,85800.0,84900.0
2025-04-24,FPT,85700.0,86000.0,86200.0,85100.0
2025-04-25,FPT,85200.0,84700.0,85700.0,84700.0
2025-04-28,FPT,84500.0,84500.0,84700.0,84100.0
2025-04-29,FPT,85600.0,85700.0,85900.0,85600.0
2025-04-30,FPT,86900.0,86100.0,87400.0,86100.0
2025-05-01,FPT,86400.0,86100.0,86700.0,85700.0
2025-05-02,FPT,86700.0,86700.0,86700.0,86300.0
2025-05-05,FPT,86500.0,86900.0,87100.0,86100.0
2025-05-06,FPT,86500.0,85900.0,86700.0,85800.0
2025-05-07,FPT,88100.0,88500.0,88700.0,87700.0
2025-05-08,FPT,88300.0,88200.0,88400.0,87700.0
2025-05-09,FPT,88900.0,88900.0,89300.0,88300.0
2025-05-12,FPT,87500.0,88800.0,89200.0,87400.0
2025-05-13,FPT,88100.0,87800.0,88900.0,87800.0
2025-05-14,FPT,88300.0,88900.0,89300.0,88100.0
2025-05-15,FPT,87900.0,87400.0,88000.0,87200.0
2025-05-16,FPT,88200.0,88400.0,88800.0,88100.0
2025-05-19,FPT,87900.0,88300.0,88600.0,87300.0
2025-05-20,FPT,87700.0,88000.0,88800.0,86700.0
2025-05-21,FPT,87500.0,87400.0,88200.0,87200.0
2025-05-22,FPT,90900.0,90300.0,91100.0,90100.0
2025-05-23,FPT,91600.0,91400.0,91800.0,90600.0
2025-05-26,FPT,91700.0,91200.0,92300.0,91200.0
2025-05-27,FPT,91600.0,92000.0,92600.0,91400.0
2025-05-28,FPT,92100.0,92000.0,92500.0,92000.0
2025-05-29,FPT,93200.0,93100.0,93600.0,93000.0
2025-05-30,FPT,95500.0,95500.0,95600.0,94700.0
2025-06-02,FPT,93700.0,93800.0,93900.0,93600.0
2025-06-03,FPT,92800.0,92700.0,93100.0,92600.0
2025-06-04,FPT,92600.0,93300.0,93600.0,92100.0
2025-06-05,FPT,91200.0,91000.0,91600.0,90400.0
2025-06-06,FPT,91800.0,91900.0,92000.0,91300.0
2025-06-09,FPT,93700.0,94200.0,94200.0,93700.0
2025-06-10,FPT,94500.0,94400.0,94600.0,94200.0
2025-06-11,FPT,94100.0,93900.0,94400.0,93700.0
2025-06-12,FPT,93600.0,93400.0,94300.0,92700.0
2025-06-13,FPT,94300.0,94600.0,94900.0,93600.0
2025-06-16,FPT,94500.0,95000.0,95000.0,94500.0
2025-06-17,FPT,93900.0,93900.0,94000.0,93200.0
2025-06-18,FPT,95900.0,95900.0,96500.0,94600.0
2025-06-19,FPT,95300.0,95400.0,95800.0,95100.0
2025-06-20,FPT,95300.0,95100.0,95700.0,94200.0
2025-06-23,FPT,96800.0,97300.0,97300.0,96500.0
2025-06-24,FPT,97600.0,97600.0,97700.0,97600.0
2025-06-25,FPT,96800.0,96500.0,96900.0,95800.0
2025-06-26,FPT,97700.0,98000.0,98400.0,96800.0
2025-06-27,FPT,98200.0,98300.0,98300.0,97500.0
2025-06-30,FPT,95600.0,96300.0,96400.0,95400.0
2025-07-01,FPT,95600.0,95800.0,96400.0,95400.0
2025-07-02,FPT,93800.0,93400.0,94100.0,92600.0
2025-07-03,FPT,93200.0,92900.0,93800.0,92800.0
2025-07-04,FPT,93300.0,93000.0,94200.0,92700.0
2025-07-07,FPT,94800.0,94700.0,95200.0,94300.0
2025-07-08,FPT,93400.0,93100.0,94800.0,92900.0
2025-07-09,FPT,94100.0,94000.0,94500.0,93500.0
2025-07-10,FPT,92800.0,93200.0,93300.0,91700.0
2025-07-11,FPT,92900.0,92800.0,93200.0,92700.0
2025-07-14,FPT,93400.0,93400.0,93500.0,92900.0
2025-07-15,FPT,92400.0,92100.0,93000.0,91700.0
2025-07-16,FPT,93800.0,94000.0,94300.0,93500.0
2025-07-17,FPT,93200.0,93600.0,93800.0,92400.0
2025-07-18,FPT,92000.0,91900.0,92600.0,91200.0
2025-07-21,FPT,91900.0,91800.0,92100.0,91100.0
2025-07-22,FPT,92100.0,92000.0,92500.0,91700.0
2025-07-23,FPT,90500.0,90600.0,90900.0,89800.0
2025-07-24,FPT,90500.0,90300.0,90700.0,89600.0
2025-07-25,FPT,92100.0,92900.0,93700.0,92000.0
2025-07-28,FPT,92000.0,91800.0,92600.0,91200.0
2025-07-29,FPT,91800.0,92600.0,92600.0,91700.0
2025-07-30,FPT,92100.0,91800.0,92800.0,91500.0
2025-07-31,FPT,91700.0,91600.0,92100.0,91500.0
2025-08-01,FPT,90100.0,90100.0,90300.0,89800.0
2025-08-04,FPT,91500.0,91800.0,91900.0,91200.0
2025-08-05,FPT,91100.0,91100.0,91300.0,90800.0
2025-08-06,FPT,89900.0,90000.0,90600.0,89100.0
2025-08-07,FPT,90900.0,90500.0,91500.0,90100.0
2025-08-08,FPT,90000.0,90200.0,90800.0,89600.0
2025-08-11,FPT,90000.0,90100.0,90500.0,89600.0
2025-08-12,FPT,90600.0,90500.0,91000.0,89300.0
2025-08-13,FPT,91100.0,91100.0,91500.0,91000.0
2025-08-14,FPT,91800.0,91500.0,91900.0,91500.0
2025-08-15,FPT,92400.0,92900.0,93100.0,91800.0
2025-08-18,FPT,90700.0,90800.0,91600.0,90700.0
2025-08-19,FPT,91700.0,92400.0,92400.0,91400.0
2025-08-20,FPT,93000.0,93000.0,93000.0,92600.0
2025-08-21,FPT,94500.0,93800.0,94500.0,93800.0
2025-08-22,FPT,93100.0,92500.0,93100.0,92300.0
2025-08-25,FPT,92200.0,92100.0,92400.0,92100.0
2025-08-26,FPT,94300.0,94300.0,95200.0,93700.0
2025-08-27,FPT,95600.0,95300.0,95700.0,94900.0
2025-08-28,FPT,96200.0,96200.0,96400.0,96100.0
2025-08-29,FPT,96400.0,96300.0,96900.0,96100.0
2025-09-01,FPT,97400.0,97300.0,97400.0,96900.0
2025-09-02,FPT,98200.0,97600.0,98200.0,97200.0
2025-09-03,FPT,98100.0,98300.0,98600.0,97300.0
2025-09-04,FPT,97500.0,97400.0,97800.0,96900.0
2025-09-05,FPT,96100.0,96400.0,96700.0,96000.0
2025-09-08,FPT,95800.0,96100.0,96300.0,95600.0
2025-09-09,FPT,94800.0,94100.0,94800.0,94000.0
2025-09-10,FPT,95500.0,95200.0,95800.0,95000.0
2025-09-11,FPT,94500.0,94900.0,95100.0,94200.0
2025-09-12,FPT,94900.0,94900.0,95300.0,94600.0
2025-09-15,FPT,94900.0,94600.0,95700.0,94400.0
2025-09-16,FPT,95100.0,95100.0,95800.0,93900.0
2025-09-17,FPT,96800.0,97300.0,97800.0,96300.0
2025-09-18,FPT,95700.0,95300.0,95700.0,94400.0
2025-09-19,FPT,96300.0,96300.0,96700.0,96000.0
2025-09-22,FPT,98300.0,98900.0,99100.0,97900.0
2025-09-23,FPT,99800.0,99900.0,100200.0,99200.0
2025-09-24,FPT,100500.0,100100.0,101200.0,100000.0
2025-09-25,FPT,101000.0,101200.0,101400.0,100600.0
2025-09-26,FPT,101300.0,101200.0,101600.0,100900.0
2025-09-29,FPT,100900.0,101300.0,101500.0,100800.0
2025-09-30,FPT,100800.0,101000.0,101300.0,99800.0
2025-10-01,FPT,98900.0,98800.0,99200.0,98000.0
2025-10-02,FPT,101400.0,101400.0,101800.0,100900.0
2025-10-03,FPT,98300.0,98400.0,98900.0,98300.0
2025-10-06,FPT,98800.0,99100.0,99300.0,97800.0
2025-10-07,FPT,99000.0,98900.0,99600.0,98900.0
2025-10-08,FPT,99600.0,98000.0,99800.0,98000.0
2025-10-09,FPT,99000.0,98700.0,99400.0,97700.0
2025-10-10,FPT,103400.0,103900.0,104100.0,102400.0
2025-10-13,FPT,103900.0,103500.0,104400.0,102700.0
2025-10-14,FPT,104800.0,105300.0,105600.0,104000.0
2025-10-15,FPT,105100.0,105000.0,105500.0,103800.0
2025-10-16,FPT,103400.0,103200.0,104000.0,101800.0
2025-10-17,FPT,104700.0,104400.0,104900.0,103800.0
2025-10-20,FPT,105600.0,105800.0,105900.0,105000.0
2025-10-21,FPT,109000.0,109000.0,109100.0,108700.0
2025-10-22,FPT,108300.0,107400.0,108600.0,107000.0
2025-10-23,FPT,110400.0,110500.0,111300.0,109900.0
2025-10-24,FPT,112100.0,111400.0,112600.0,111300.0
2025-10-27,FPT,113700.0,113500.0,114100.0,113200.0
2025-10-28,FPT,114300.0,114500.0,115500.0,114000.0
2025-10-29,FPT,116600.0,116400.0,117300.0,115000.0
2025-10-30,FPT,115400.0,114400.0,115500.0,114000.0
2025-10-31,FPT,114600.0,114400.0,114900.0,113600.0
2025-11-03,FPT,116400.0,116900.0,118300.0,116000.0
2025-11-04,FPT,112400.0,113300.0,113400.0,112400.0
2025-11-05,FPT,109600.0,109000.0,110000.0,108900.0
2025-11-06,FPT,106300.0,105900.0,106900.0,105200.0
2025-11-07,FPT,106700.0,107900.0,108500.0,105700.0
2025-11-10,FPT,108700.0,109100.0,109800.0,107800.0
2025-11-11,FPT,107600.0,107700.0,107700.0,107400.0
2025-11-12,FPT,107700.0,107900.0,108400.0,107700.0
2025-11-13,FPT,107300.0,106200.0,107800.0,105800.0
2025-11-14,FPT,105900.0,106300.0,106800.0,105500.0
2025-11-17,FPT,107400.0,106900.0,107500.0,106600.0
2025-11-18,FPT,110000.0,110400.0,110500.0,109500.0
2025-11-19,FPT,110700.0,110600.0,111000.0,110100.0
2025-11-20,FPT,110500.0,109900.0,110700.0,109800.0
2025-11-21,FPT,108800.0,108500.0,108900.0,108500.0
2025-11-24,FPT,109700.0,109600.0,109900.0,109400.0
2025-11-25,FPT,110500.0,110700.0,111000.0,109700.0
2025-11-26,FPT,110100.0,109400.0,110100.0,109000.0
2025-11-27,FPT,110200.0,110300.0,111300.0,109700.0
2025-11-28,FPT,111100.0,111400.0,111800.0,110900.0
2025-12-01,FPT,110000.0,109500.0,110000.0,109400.0
2025-12-02,FPT,110700.0,111000.0,111900.0,110200.0
2025-12-03,FPT,110200.0,110600.0,111400.0,110100.0
2025-12-04,FPT,111800.0,112100.0,112600.0,110700.0
2025-12-05,FPT,110700.0,111100.0,111200.0,110100.0
2025-12-08,FPT,111000.0,111300.0,112200.0,110600.0
2025-12-09,FPT,110700.0,110500.0,111100.0,109900.0
2025-12-10,FPT,112800.0,112700.0,113800.0,112300.0
2025-12-11,FPT,113500.0,113100.0,114600.0,112800.0
2025-12-12,FPT,110300.0,110400.0,110600.0,110300.0
2025-12-15,FPT,112300.0,111900.0,113500.0,111900.0
2025-12-16,FPT,113100.0,112500.0,113300.0,112300.0
2025-12-17,FPT,113200.0,112900.0,114700.0,112800.0
2025-12-18,FPT,113600.0,113400.0,115100.0,112600.0
2025-12-19,FPT,108600.0,109200.0,109900.0,107900.0
2025-12-22,FPT,108500.0,109500.0,109700.0,108400.0
2025-12-23,FPT,107300.0,107600.0,107800.0,106900.0
2025-12-24,FPT,104400.0,104600.0,104800.0,103700.0
2025-12-25,FPT,103000.0,102900.0,103300.0,102800.0
2025-12-26,FPT,100900.0,100500.0,102000.0,100100.0
2025-12-29,FPT,100400.0,100300.0,100500.0,99700.0
2025-12-30,FPT,99600.0,99900.0,100300.0,99200.0
2025-12-31,FPT,99300.0,99200.0,99300.0,98900.0
2026-01-01,FPT,97700.0,97300.0,98700.0,97100.0
2026-01-02,FPT,97300.0,97500.0,97500.0,96200.0
2026-01-05,FPT,97500.0,97500.0,97700.0,97100.0
2026-01-06,FPT,97300.0,97700.0,97800.0,97100.0
2026-01-07,FPT,97800.0,97600.0,98300.0,97500.0
2026-01-08,FPT,98300.0,98000.0,98900.0,97600.0
2026-01-09,FPT,98700.0,99000.0,99400.0,98000.0
2026-01-12,FPT,98900.0,98100.0,99200.0,97600.0
2026-01-13,FPT,99600.0,99900.0,100200.0,99600.0
2026-01-14,FPT,101400.0,100700.0,101700.0,100600.0
2026-01-15,FPT,102800.0,102100.0,102800.0,101500.0
2026-01-16,FPT,104800.0,104500.0,104900.0,103500.0
2026-01-19,FPT,102700.0,102700.0,102800.0,102600.0
2026-01-20,FPT,101400.0,101800.0,102300.0,100500.0
2026-01-21,FPT,100300.0,100100.0,100800.0,99200.0
2026-01-22,FPT,100400.0,99800.0,100500.0,99300.0
2026-01-23,FPT,101400.0,101900.0,102900.0,101200.0
2026-01-26,FPT,100100.0,99600.0,100200.0,99100.0
2026-01-27,FPT,102600.0,102700.0,102700.0,102500.0
2026-01-28,FPT,104400.0,104100.0,104500.0,104100.0
2026-01-29,FPT,104400.0,105200.0,105700.0,103100.0
2026-01-30,FPT,103500.0,103200.0,103800.0,102900.0
2026-02-02,FPT,103500.0,104000.0,104400.0,102600.0
2026-02-03,FPT,103000.0,103100.0,103900.0,102900.0
2026-02-04,FPT,103800.0,103500.0,104200.0,102900.0
2026-02-05,FPT,103600.0,103800.0,105200.0,103000.0
2026-02-06,FPT,101800.0,101200.0,101900.0,100400.0
2026-02-09,FPT,102800.0,102600.0,103300.0,101900.0
2026-02-10,FPT,105000.0,104600.0,105200.0,103900.0
2026-02-11,FPT,103800.0,103300.0,103900.0,102600.0
2026-02-12,FPT,105000.0,105000.0,105500.0,104700.0
2026-02-13,FPT,107300.0,107400.0,107700.0,107100.0
2026-02-16,FPT,107200.0,106900.0,108100.0,106700.0
2026-02-17,FPT,109100.0,108700.0,110200.0,108700.0
2026-02-18,FPT,110800.0,110000.0,110900.0,109800.0
2026-02-19,FPT,111700.0,111900.0,112200.0,110800.0
2026-02-20,FPT,112700.0,113300.0,113400.0,112500.0
2026-02-23,FPT,111100.0,111700.0,112000.0,110200.0
2026-02-24,FPT,110600.0,110900.0,111200.0,109600.0
2026-02-25,FPT,107600.0,107800.0,108900.0,107000.0
2026-02-26,FPT,110500.0,110900.0,112000.0,110500.0
2026-02-27,FPT,109600.0,109800.0,110800.0,109200.0
2026-03-02,FPT,110300.0,110500.0,111100.0,109900.0
2026-03-03,FPT,111700.0,111400.0,112100.0,110600.0
2026-03-04,FPT,112100.0,111600.0,112300.0,111300.0
2026-03-05,FPT,112000.0,112000.0,112100.0,111100.0
2026-03-06,FPT,113400.0,114100.0,115100.0,113300.0
2026-03-09,FPT,115300.0,115600.0,116000.0,114900.0
2026-03-10,FPT,116900.0,116800.0,117300.0,116700.0
2026-03-11,FPT,116800.0,116900.0,117400.0,115800.0
2026-03-12,FPT,117700.0,118400.0,118700.0,117400.0
2026-03-13,FPT,117200.0,116800.0,117600.0,116400.0
2026-03-16,FPT,116400.0,116300.0,116600.0,115900.0
2026-03-17,FPT,115800.0,116500.0,116900.0,115500.0
2026-03-18,FPT,119900.0,118900.0,120600.0,117800.0
2026-03-19,FPT,119300.0,119500.0,120800.0,118900.0
2026-03-20,FPT,118300.0,118500.0,118500.0,118000.0
2026-03-23,FPT,118200.0,117600.0,118500.0,117100.0
2026-03-24,FPT,117900.0,117800.0,118200.0,117500.0
2026-03-25,FPT,117500.0,117500.0,118400.0,117500.0
2026-03-26,FPT,117300.0,117200.0,117500.0,116600.0
2026-03-27,FPT,115900.0,116300.0,116600.0,115800.0
2026-03-30,FPT,115100.0,114500.0,115400.0,113700.0
2026-03-31,FPT,114500.0,114200.0,114700.0,114000.0
2026-04-01,FPT,114900.0,114700.0,115000.0,114400.0
2026-04-02,FPT,115600.0,115700.0,115800.0,115200.0
2026-04-03,FPT,115400.0,116000.0,116300.0,114500.0
2026-04-06,FPT,115400.0,115500.0,115900.0,115400.0
2026-04-07,FPT,116700.0,116500.0,117600.0,116500.0
2026-04-08,FPT,119400.0,118900.0,119600.0,118600.0
2026-04-09,FPT,121100.0,121400.0,121400.0,120800.0
2026-04-10,FPT,121100.0,121500.0,122000.0,121100.0
2026-04-13,FPT,120400.0,120400.0,120500.0,120200.0
2026-04-14,FPT,119700.0,120500.0,120900.0,118800.0
2026-04-15,FPT,122100.0,122600.0,123700.0,121800.0
2026-04-16,FPT,121600.0,121300.0,122000.0,120800.0
2026-04-17,FPT,119100.0,118400.0,120000.0,117800.0
2026-04-20,FPT,119800.0,120200.0,120700.0,119700.0
2026-04-21,FPT,117400.0,118000.0,118300.0,116600.0
2026-04-22,FPT,117700.0,117500.0,117800.0,117300.0
2026-04-23,FPT,118700.0,118600.0,119400.0,118200.0
2026-04-24,FPT,119500.0,118800.0,119700.0,118300.0
2026-04-27,FPT,119300.0,119400.0,119900.0,118300.0
2026-04-28,FPT,120200.0,120200.0,120500.0,120100.0
2026-04-29,FPT,119800.0,119900.0,119900.0,119300.0
2026-04-30,FPT,119200.0,118500.0,119300.0,117700.0
2026-05-01,FPT,115000.0,114500.0,115300.0,114000.0
2026-05-04,FPT,112600.0,112500.0,113300.0,112000.0
2026-05-05,FPT,112600.0,113000.0,113200.0,112100.0
2026-05-06,FPT,113700.0,113200.0,113900.0,113200.0
2026-05-07,FPT,113200.0,113000.0,113800.0,112100.0
2026-05-08,FPT,113700.0,113600.0,114100.0,113600.0
2026-05-11,FPT,114200.0,114200.0,114300.0,113400.0
2026-05-12,FPT,113300.0,113500.0,114500.0,113000.0
2026-05-13,FPT,110400.0,110700.0,111000.0,110300.0
2026-05-14,FPT,108200.0,108200.0,108600.0,107900.0
2026-05-15,FPT,108200.0,108200.0,108800.0,107800.0
2026-05-18,FPT,107300.0,107100.0,107700.0,107100.0
2026-05-19,FPT,105600.0,104700.0,105700.0,104600.0
2026-05-20,FPT,105900.0,106400.0,107100.0,105600.0
2026-05-21,FPT,103800.0,103900.0,104000.0,103600.0
2026-05-22,FPT,103900.0,103600.0,104400.0,102800.0
2026-05-25,FPT,105100.0,105000.0,105900.0,104900.0
2026-05-26,FPT,106000.0,106100.0,106600.0,105300.0
2026-05-27,FPT,105900.0,105700.0,106200.0,105500.0
2026-05-28,FPT,107300.0,107100.0,108200.0,106900.0
2026-05-29,FPT,107200.0,107000.0,108300.0,106400.0
2026-06-01,FPT,108300.0,107800.0,108400.0,107200.0
2026-06-02,FPT,106300.0,105400.0,106700.0,104900.0
2026-06-03,FPT,105900.0,105900.0,106800.0,105500.0
2026-06-04,FPT,104200.0,104300.0,104600.0,104000.0
2026-06-05,FPT,102100.0,101800.0,102400.0,101400.0
2026-06-08,FPT,99800.0,99300.0,100300.0,99300.0
2026-06-09,FPT,102900.0,102800.0,102900.0,102400.0
2026-06-10,FPT,106700.0,106400.0,107000.0,106300.0
